customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15581585,610,France,Male,42,4,141993.09,2,0,1,31351.13,1
15653553,507,Germany,Female,29,0,97237.55,1,0,1,123208.25,0
15610444,837,Germany,Male,49,6,142562.41,1,0,0,169350.31,1
15587280,712,France,Male,30,3,0.0,1,1,1,34111.48,0
15783088,623,France,Female,55,1,0.0,2,1,1,122191.37,1
15747900,689,Germany,Male,24,1,110014.5,2,0,1,151141.63,0
15699034,673,France,Male,42,8,0.0,1,1,0,109999.78,0
15597945,579,France,Female,41,6,126551.45,1,0,0,110157.01,0
15709521,442,Spain,Female,30,9,90687.74,2,1,1,132186.56,0
15749940,612,France,Female,38,9,0.0,1,1,1,185339.91,0
15597357,847,France,Male,36,10,0.0,2,1,0,151715.79,0
15639212,513,Spain,Male,36,7,130066.79,2,1,1,60913.53,0
15594777,628,Germany,Male,37,0,0.0,2,0,0,57136.76,0
15807864,595,Spain,Female,43,10,147438.41,2,0,1,56520.93,0
15774870,693,Spain,Female,27,0,95749.85,1,0,1,118023.24,0
15781785,626,France,Male,41,10,113913.66,2,1,1,161331.34,1
15589835,685,Germany,Male,39,6,90278.76,1,0,1,99241.17,0
15734259,745,France,Male,41,7,0.0,1,0,1,11684.77,0
15670982,850,Germany,Female,27,1,52408.76,2,1,1,35390.77,0
15662164,753,Spain,Female,22,2,113023.55,1,1,1,79543.25,0
15737860,742,Spain,Female,60,2,140876.84,1,0,1,176755.83,1
15804000,581,Germany,Female,43,5,92822.74,1,0,1,162015.61,0
15700793,630,Spain,Female,42,3,0.0,2,1,1,79609.12,0
15601781,591,France,Male,46,6,0.0,2,0,1,193964.04,0
15736334,516,France,Male,57,9,0.0,2,1,1,17338.18,0
15797676,687,Spain,Female,44,2,145997.35,2,0,1,94251.85,0
15756073,546,France,Male,42,4,114161.28,1,1,1,102441.29,0
15572199,363,Spain,Male,36,8,0.0,2,0,0,155755.82,0
15685571,779,France,Male,43,6,105331.24,2,1,1,20999.92,0
15589638,663,Spain,Male,37,9,146716.81,1,0,0,77600.49,0
15773634,500,Spain,Female,35,10,94276.19,1,1,1,179955.27,0
15797719,551,France,Male,46,7,0.0,1,1,0,53835.23,0
15809449,618,France,Male,51,7,42991.27,2,1,0,46557.98,1
15807077,650,Spain,Male,39,8,0.0,1,0,0,132659.9,0
15571984,649,France,Male,45,3,162828.09,1,0,0,167395.09,0
15670756,640,Germany,Male,29,7,86297.45,1,0,1,41346.57,0
15697014,426,Germany,Male,29,3,149065.19,1,0,0,75440.22,0
15792640,667,France,Female,37,6,0.0,1,1,1,144424.8,0
15635745,639,Germany,Male,30,6,113322.63,1,1,1,138071.18,0
15749075,531,France,Male,40,1,177726.51,2,1,0,145958.22,0
15740300,500,France,Male,51,1,136332.61,2,0,0,197499.8,1
15667511,598,France,Female,45,3,54169.9,2,0,1,6929.67,0
15746085,673,Germany,Female,38,0,69693.27,1,1,0,52698.26,0
15764952,701,France,Male,72,5,0.0,2,1,0,20810.24,1
15653750,598,Germany,Male,48,3,123979.91,2,1,0,10203.42,1
15632497,668,France,Female,41,4,0.0,1,1,1,77730.11,0
15709614,669,France,Female,40,0,124381.85,1,1,1,1903.07,0
15786000,673,France,Male,48,1,160022.33,2,1,0,82283.23,1
15766220,473,Spain,Female,44,5,0.0,1,0,1,11787.55,0
15768574,539,France,Female,36,9,175428.02,2,0,1,68747.75,0
15597573,553,France,Male,42,7,0.0,1,0,1,86853.43,0
15615129,565,Germany,Male,28,9,128046.64,2,0,1,77728.64,0
15655596,571,Spain,Female,38,7,141639.32,1,1,1,144783.22,0
15597315,543,France,Female,47,6,98093.23,2,1,0,68701.08,1
15739011,671,France,Male,33,6,128905.5,1,1,1,34772.3,0
15787447,549,France,Male,47,7,0.0,1,0,0,28009.17,0
15637155,672,France,Male,46,7,0.0,2,1,0,30551.05,1
15806951,713,Germany,Male,25,8,0.0,1,0,1,11371.83,0
15812786,715,Spain,Male,35,4,0.0,1,0,0,21602.8,0
15615377,623,France,Male,29,0,0.0,1,1,0,31457.16,0
15754272,563,France,Male,31,7,131499.88,2,1,1,13142.75,0
15732380,821,Germany,Female,27,2,133709.67,1,1,1,53721.54,0
15723760,725,France,Male,34,8,0.0,1,0,0,56416.99,0
15568462,675,Germany,Male,52,0,0.0,2,1,1,61134.04,1
15787043,535,Spain,Male,49,8,111867.24,2,1,1,150214.25,0
15718990,524,Spain,Male,41,9,0.0,1,1,1,92592.03,0
15577656,676,Germany,Female,33,5,0.0,1,0,1,79164.74,0
15771195,611,France,Male,45,3,0.0,2,0,1,4028.53,0
15608227,546,Germany,Male,28,9,115455.19,1,1,1,170607.29,0
15805745,627,France,Female,36,7,104395.72,1,1,0,119455.69,0
15641025,776,Spain,Female,41,9,97118.58,1,1,0,71946.31,1
15578964,582,Spain,Male,32,7,155537.76,2,1,0,104220.59,1
15665638,586,Germany,Male,43,4,76569.78,2,1,1,174844.79,0
15730173,554,Germany,Male,31,10,58083.7,1,1,0,70321.5,0
15731733,495,France,Male,41,6,142388.64,2,1,1,150869.94,0
15708031,583,France,Female,57,9,98550.72,1,1,1,149255.94,1
15670658,563,Spain,Female,71,9,0.0,2,0,1,9670.67,0
15783935,478,Spain,Female,47,3,0.0,1,0,0,176102.0,0
15581890,740,France,Male,39,9,0.0,2,1,0,14019.16,0
15660901,722,Germany,Male,38,5,0.0,2,1,1,79637.6,0
15663852,620,Spain,Female,43,2,84225.22,1,0,0,43807.76,0
15649938,731,Spain,Female,26,6,127666.01,2,1,1,36113.13,0
15616113,666,France,Female,53,10,0.0,1,1,0,85549.21,0
15764198,748,France,Male,38,1,110065.84,2,0,0,95569.12,0
15750490,711,France,Male,29,9,0.0,2,1,1,61754.19,0
15686786,725,Germany,Male,30,3,78048.57,1,1,0,176427.54,0
15797116,673,Spain,Female,44,4,0.0,2,1,0,148040.3,0
15604350,744,France,Female,39,9,113346.36,2,1,0,167875.67,0
15753488,813,Spain,Female,52,0,131670.73,2,0,1,77638.75,1
15621765,582,Germany,Male,36,3,0.0,2,0,1,77629.48,0
15719990,675,Germany,Female,52,8,0.0,2,1,1,1494.76,0
15673797,366,Spain,Male,46,7,0.0,2,1,0,67125.75,1
15803098,774,Germany,Male,39,1,130264.58,2,1,1,71254.91,0
15744831,526,Germany,Female,36,6,140202.83,1,0,0,159727.71,1
15736359,738,France,Male,31,5,124974.0,1,1,0,115837.77,0
15614120,653,France,Male,50,2,108046.31,1,1,1,167384.9,0
15625788,669,France,Female,31,9,54020.66,2,0,0,94999.08,0
15640357,576,Spain,Female,35,3,116099.9,2,1,0,61764.22,0
15686461,610,Germany,Female,41,2,126471.72,2,0,0,189711.62,1
15760768,492,France,Female,54,5,156586.51,1,0,0,13097.04,1
15605736,556,France,Male,35,1,102059.73,1,0,0,124213.27,0
15694422,692,France,Male,37,5,97741.84,1,1,0,90003.32,0
15572500,598,Spain,Male,52,8,143387.59,3,1,1,103297.63,0
15771595,610,France,Female,34,5,0.0,1,1,1,160116.33,1
15754826,745,Germany,Female,35,7,86512.26,1,1,0,196658.75,0
15718132,690,France,Female,72,9,153929.25,1,0,1,55051.09,0
15628165,604,Germany,Female,27,9,0.0,2,1,1,54192.73,0
15624216,690,France,Female,31,7,0.0,1,1,0,109511.94,0
15734405,584,Spain,Male,28,0,101743.73,1,1,0,153752.67,0
15574084,802,Spain,Male,33,3,94803.35,1,1,1,71504.29,0
15625255,539,Spain,Female,53,8,80840.59,2,1,1,76530.7,1
15642619,571,Germany,Female,34,0,0.0,1,1,1,27628.93,0
15654718,616,France,Male,34,8,110415.93,1,0,0,2955.49,0
15593319,424,Germany,Male,43,6,0.0,2,0,0,158076.32,1
15639921,723,France,Male,40,4,0.0,2,1,1,36209.99,0
15701206,830,France,Male,41,5,90768.69,2,1,0,177978.98,0
15812404,788,France,Female,49,8,115095.2,2,1,1,105613.35,1
15709702,634,Germany,Female,32,2,160527.95,1,1,1,40321.89,0
15691335,668,Spain,Male,37,0,141354.32,2,1,0,33431.92,1
15656331,752,Spain,Female,42,3,0.0,1,1,1,147656.83,0
15651162,475,Spain,Female,37,3,0.0,2,1,1,16169.67,0
15764105,737,France,Female,36,5,152626.13,2,1,0,198500.77,0
15577972,474,France,Female,32,10,0.0,1,0,0,33101.81,0
15664905,644,France,Female,39,1,125923.15,2,1,0,198693.75,0
15728612,731,France,Female,30,3,146673.31,1,0,0,9007.42,1
15702730,607,Spain,Male,43,9,84138.25,2,1,0,121286.14,0
15630388,743,France,Male,30,7,0.0,1,0,1,77467.44,0
15718058,644,France,Female,43,2,0.0,1,1,1,121011.48,0
15702174,787,Spain,Female,43,7,160385.56,2,1,1,64687.02,0
15707486,605,Germany,Female,44,2,169575.83,2,1,1,17829.39,1
15666931,568,France,Male,31,3,0.0,2,0,1,182754.59,0
15626953,560,France,Male,52,7,0.0,1,1,0,160701.66,0
15626762,668,Germany,Female,43,0,130188.71,1,0,0,3262.07,0
15641995,701,France,Male,29,9,139740.16,2,1,1,74039.13,0
15668614,477,Spain,Male,38,1,0.0,2,1,1,22592.11,1
15669562,591,Germany,Male,28,5,125575.72,2,0,1,95586.61,0
15642548,734,France,Female,53,5,84437.82,2,1,0,3883.38,1
15570006,850,Spain,Female,28,9,111677.57,2,0,1,199993.55,0
15731810,497,France,Female,41,8,121156.41,2,0,1,131442.98,0
15642239,510,Spain,Female,29,9,91741.48,1,1,0,161060.67,0
15814296,615,France,Female,28,3,164303.26,2,0,1,31383.85,0
15657981,737,France,Female,42,0,140049.18,2,1,1,139406.68,1
15752176,680,Spain,Male,39,10,116723.44,1,1,1,94976.44,0
15566747,719,France,Male,32,0,0.0,1,1,0,100466.84,1
15574335,787,France,Female,60,4,80730.59,2,1,0,125897.9,1
15597605,570,Spain,Female,38,10,0.0,1,1,0,119986.03,0
15708444,711,France,Female,42,8,0.0,2,1,0,9020.36,1
15695883,531,Germany,Male,50,6,102565.77,1,1,0,3504.32,1
15604596,700,France,Female,54,1,122469.16,1,1,1,71369.01,1
15807664,809,France,Male,33,1,0.0,4,1,1,197182.01,0
15682125,850,Germany,Female,53,4,69954.55,2,0,0,117688.99,1
15635991,482,France,Male,35,10,0.0,1,1,0,93100.8,1
15796602,733,France,Female,25,9,115602.7,2,1,0,42671.33,1
15683682,642,Spain,Male,50,5,123243.67,2,0,0,93182.98,1
15619123,599,France,Female,56,6,86631.76,1,1,1,42426.43,0
15751220,795,France,Male,33,4,114741.16,2,1,1,52611.17,0
15697466,675,France,Female,39,5,0.0,2,0,1,126388.25,0
15793220,599,Spain,Female,35,9,120508.57,2,0,0,32125.42,0
15586417,755,France,Female,34,6,0.0,2,1,1,105062.63,0
15614096,672,Spain,Male,27,5,89031.89,2,0,0,95775.48,1
15733779,599,Spain,Male,50,0,0.0,1,1,1,109207.28,0
15569733,575,Germany,Female,32,5,0.0,1,1,1,27220.09,0
15762278,599,Germany,Male,38,8,126541.15,1,1,1,33294.47,0
15760131,656,Germany,Female,37,0,99867.14,2,1,1,183884.61,0
15690445,673,France,Female,54,9,190998.5,2,1,0,178012.72,0
15613517,651,Spain,Male,41,1,93071.15,2,0,1,116781.44,1
15662268,488,France,Male,34,2,191049.63,1,1,0,179974.89,0
15581332,748,France,Male,30,3,0.0,1,0,1,72197.53,0
15711669,662,Germany,Male,40,9,0.0,1,0,0,12141.26,0
15766597,629,France,Female,42,7,133717.34,1,1,0,13573.47,0
15587546,488,France,Male,34,10,171145.41,2,1,1,122235.61,0
15748566,781,Germany,Female,38,8,65407.44,1,0,1,174885.24,0
15804490,476,Germany,Male,39,2,0.0,1,0,0,121962.03,0
15738792,478,Spain,Female,30,2,0.0,2,1,0,113040.22,0
15772126,713,Germany,Female,32,4,0.0,1,1,1,164796.03,0
15712437,620,France,Female,56,3,137930.24,1,0,0,120796.1,0
15688978,595,Germany,Female,27,0,0.0,1,1,0,45258.25,0
15785192,647,Spain,Male,30,6,132370.02,1,0,1,118256.45,0
15671609,431,France,Male,41,6,126580.87,2,1,0,184433.89,0
15813570,590,France,Female,38,5,0.0,1,0,0,62014.18,0
15695143,693,Spain,Female,50,8,0.0,1,0,1,64793.34,0
15733042,711,Germany,Male,42,8,0.0,1,1,1,162267.7,0
15747141,499,Spain,Female,55,8,0.0,1,1,1,927.76,0
15754745,636,France,Female,30,2,140355.11,2,1,1,4119.52,0
15598492,532,France,Female,42,9,143006.95,2,0,0,100405.37,0
15585356,811,Germany,Male,44,0,0.0,2,0,0,52734.42,0
15579575,796,France,Male,33,2,143708.84,1,0,0,110813.33,0
15698600,515,France,Female,35,3,83633.44,2,1,0,81656.14,0
15742671,723,France,Female,39,4,0.0,2,1,0,154255.91,0
15704600,559,France,Male,31,10,0.0,2,1,1,21852.52,0
15776058,563,Germany,Male,48,3,109073.2,1,0,1,178463.63,0
15693086,466,Germany,Female,28,4,165608.33,1,1,1,162769.99,0
15762974,584,Germany,Male,56,3,118188.3,1,1,0,191815.28,0
15765888,603,Germany,Female,46,3,110192.25,2,1,0,176615.59,1
15701273,676,Spain,Male,32,3,0.0,1,1,1,75137.08,0
15576823,350,Spain,Male,35,7,131224.27,3,1,1,136206.47,0
15584826,719,Spain,Male,30,10,120546.83,2,1,1,74089.92,0
15674077,643,Germany,Female,42,9,149818.79,1,1,1,79261.24,0
15698191,696,France,Male,44,3,122600.86,2,1,1,34522.27,0
15570330,650,France,Male,34,9,48666.38,1,1,0,120094.37,0
15707698,709,France,Male,34,5,0.0,1,0,0,140101.17,0
15579495,652,France,Male,35,3,166022.78,1,1,1,133988.38,0
15729325,745,France,Male,41,5,143084.04,3,1,1,32950.39,0
15603911,581,Spain,Female,34,5,121158.49,1,1,1,14839.87,0
15801894,724,Spain,Male,48,5,99558.3,1,1,0,122145.75,1
15709555,697,France,Male,28,7,131218.36,1,0,0,58974.84,0
15570816,489,France,Male,53,9,108721.63,1,0,1,116875.3,1
15693511,690,Germany,Male,46,3,134747.24,1,0,0,188967.68,0
15621970,499,France,Female,49,3,144666.75,2,0,0,8274.13,1
15648605,785,Germany,Male,33,10,0.0,2,1,0,49682.7,0
15800310,786,France,Female,39,7,76752.1,1,1,0,165232.47,0
15590257,577,France,Male,33,4,0.0,1,1,0,161000.04,1
15697909,580,France,Male,69,0,86566.35,1,1,0,188284.5,0
15659596,617,France,Female,34,8,127138.0,1,1,0,164480.86,0
15579435,714,Spain,Female,37,9,0.0,2,1,1,188651.23,0
15702554,535,Spain,Female,33,5,133810.6,1,1,0,9031.3,1
15770319,764,Spain,Male,37,8,113156.55,2,1,0,106867.49,1
15754303,403,France,Male,34,5,78033.14,1,1,0,170529.12,0
15790968,661,Germany,Male,41,6,99644.28,1,1,1,30374.51,0
15618171,607,Germany,Female,37,1,78160.73,2,1,1,142177.26,1
15645738,625,Spain,Female,29,9,84775.63,1,0,0,146399.28,0
15769838,671,France,Male,28,3,102031.65,1,1,0,46287.32,0
15658364,570,Spain,Male,36,6,0.0,1,1,0,142671.98,0
15813665,785,Spain,Male,35,5,127236.33,2,1,0,105369.72,0
15711154,542,France,Female,48,10,157739.13,2,0,0,126881.5,0
15657130,605,France,Male,45,0,0.0,1,1,0,54364.51,0
15784209,751,France,Female,35,9,79061.65,2,0,0,186995.79,0
15623208,677,France,Male,48,2,0.0,2,1,0,116819.48,0
15746083,785,France,Male,50,2,0.0,1,1,1,159674.25,1
15605883,572,Spain,Female,49,5,170302.23,2,0,1,88309.08,0
15573178,583,France,Male,33,5,0.0,1,1,1,149774.19,0
15568905,546,France,Male,42,7,0.0,1,0,0,150267.28,0
15660657,509,France,Male,31,2,147481.14,2,1,1,163295.85,0
15701764,808,Spain,Male,51,4,173276.78,1,1,1,39264.16,1
15734178,627,Spain,Male,33,4,0.0,1,1,0,74495.17,0
15755096,542,France,Male,39,7,129862.93,2,1,0,11596.99,0
15797777,597,Spain,Male,37,9,0.0,2,1,1,38627.59,0
15587148,447,Germany,Male,23,9,108942.1,1,1,1,51264.79,0
15639320,627,France,Female,39,8,31883.33,2,0,0,147531.36,0
15646624,684,Germany,Male,45,8,0.0,1,1,0,78405.84,0
15750388,731,Spain,Male,37,4,129962.1,2,0,0,111990.78,0
15782402,756,France,Male,27,9,0.0,1,1,1,67977.47,0
15782734,709,Germany,Female,41,9,154093.55,1,1,0,43208.63,0
15639690,665,France,Male,42,8,0.0,1,0,0,153909.89,0
15727178,680,Germany,Male,61,5,0.0,2,1,1,172664.17,0
15702955,648,Germany,Male,41,0,121063.96,1,1,1,180521.23,0
15695024,850,Spain,Male,43,8,132111.51,1,0,1,159801.12,0
15736173,685,France,Female,34,8,109941.59,2,0,0,45018.63,0
15627256,775,Spain,Male,43,5,0.0,1,1,1,108142.15,0
15724666,717,Germany,Female,33,2,0.0,1,1,0,197884.97,0
15607121,552,Germany,Female,31,1,126474.67,2,1,1,192214.3,0
15585053,661,France,Female,35,6,187977.3,1,1,0,86547.08,1
15644889,692,France,Female,31,5,145557.14,1,1,1,53536.58,0
15619109,541,France,Female,42,2,121029.07,1,0,1,46950.38,0
15609254,580,France,Female,45,7,150335.47,1,1,1,59578.52,0
15697336,715,Germany,Female,33,9,130249.88,1,0,1,11496.35,1
15609760,673,France,Female,30,8,0.0,2,0,0,79218.01,0
15662955,556,France,Male,29,10,73105.57,1,1,0,7601.3,0
15675482,764,France,Male,44,2,0.0,2,0,1,194926.7,0
15698013,615,France,Female,32,7,136680.59,2,1,0,75099.61,0
15725071,605,Spain,Male,58,8,107161.02,2,0,0,187610.07,0
15677766,842,Germany,Female,44,2,80209.97,2,1,0,64756.43,1
15781640,660,Germany,Female,36,0,145258.41,3,0,0,152021.04,0
15665147,670,France,Female,53,0,134888.72,1,1,1,13153.04,0
15587528,669,Spain,Female,35,4,175641.23,2,1,1,155368.21,0
15575774,656,France,Female,37,5,0.0,1,0,0,153699.21,0
15738895,687,Germany,Male,39,4,143092.82,1,1,1,32719.2,1
15686484,560,France,Male,40,7,0.0,1,1,1,28877.3,0
15576702,666,France,Male,38,1,78415.33,2,1,0,191403.47,1
15607694,683,France,Female,30,4,64351.13,2,1,1,29270.4,0
15605562,661,France,Male,32,8,90167.27,1,1,1,96859.91,0
15727496,669,France,Male,24,4,0.0,1,1,1,162578.74,0
15635672,551,Spain,Female,32,1,145580.17,1,1,1,140345.42,0
15641835,774,Spain,Female,35,1,0.0,2,1,1,73222.04,0
15596379,537,Spain,Male,30,6,162262.29,2,0,0,100849.08,0
15698623,644,Spain,Female,34,2,0.0,2,1,0,149933.18,0
15736816,685,France,Male,49,7,0.0,1,0,0,61009.91,0
15639113,742,Spain,Female,36,2,121202.96,1,1,1,28220.77,0
15757486,508,France,Female,26,6,155485.74,1,1,1,89337.22,0
15577633,631,Spain,Female,27,6,103306.33,1,1,0,173767.64,0
15808132,621,France,Male,37,5,107033.91,2,1,1,129369.21,0
15807156,603,Germany,Female,36,9,75280.23,2,1,1,69373.24,0
15597145,611,Germany,Male,32,3,92678.93,2,1,1,62681.39,0
15708152,638,Spain,Male,28,2,62070.14,1,1,0,78855.67,0
15810533,541,Germany,Male,44,5,182142.83,1,1,0,106737.2,0
15583274,577,Spain,Female,31,4,0.0,1,1,0,115158.49,0
15689120,557,France,Male,40,4,132131.33,1,1,0,78452.58,1
15633314,777,Germany,Male,27,7,96770.23,2,1,0,6966.73,0
15672653,703,Spain,Female,31,3,102870.96,2,1,1,194562.6,0
15565858,830,Germany,Male,55,0,0.0,1,1,0,135582.87,1
15698922,553,France,Female,37,4,0.0,2,1,0,128403.98,0
15588525,850,France,Male,31,1,0.0,1,1,0,30897.14,0
15693242,605,France,Male,66,7,131757.96,1,0,0,181815.27,1
15692465,694,France,Female,26,2,0.0,1,0,1,46894.97,0
15803671,628,France,Male,46,9,101896.97,2,1,1,151547.97,0
15568666,745,France,Male,34,0,100565.69,2,1,1,4197.75,0
15644783,573,Spain,Female,34,10,142873.14,2,1,0,99036.62,0
15611235,492,Spain,Female,34,5,0.0,2,1,1,21218.38,0
15778191,602,Spain,Male,42,6,155069.34,2,0,0,112411.05,1
15601690,835,France,Male,35,5,122019.49,1,1,0,22299.97,0
15622146,753,Germany,Male,32,0,0.0,2,1,1,180084.42,0
15762052,618,France,Male,29,1,134702.04,1,1,0,46423.84,0
15755734,713,Spain,Female,34,8,0.0,1,0,0,48715.1,0
15781369,561,France,Female,34,0,154769.35,2,0,1,60645.79,0
15746538,751,France,Female,55,0,119248.89,1,1,0,60898.87,1
15633344,707,Spain,Male,33,9,156568.02,2,1,0,77441.27,0
15702866,685,France,Female,45,8,105487.81,1,0,1,23028.57,0
15764107,664,France,Male,39,4,172297.62,1,1,1,77491.29,0
15571909,785,France,Female,35,8,0.0,1,0,1,43862.17,0
15608147,692,France,Female,41,0,93039.75,1,0,0,33037.39,1
15584330,810,France,Male,39,6,143241.57,1,1,1,118025.19,0
15667303,730,Spain,Male,35,0,86628.91,4,1,1,98267.59,0
15623471,611,Germany,Male,41,1,86610.98,1,1,1,139764.97,1
15784588,714,France,Female,60,8,118206.78,2,1,0,164184.32,0
15713434,577,Germany,Male,37,1,163755.23,2,1,0,56739.85,0
15567783,503,Germany,Male,37,8,0.0,2,0,0,54645.75,0
15673968,648,Germany,Male,30,0,139418.72,1,0,1,37166.52,0
15633803,796,Spain,Female,25,7,97195.87,2,0,1,123087.59,0
15734545,740,France,Female,24,2,171923.45,2,1,0,12328.26,0
15799324,695,France,Male,39,4,147192.15,1,1,0,42972.85,0
15806927,648,Germany,Male,60,7,145330.84,1,0,1,13969.49,1
15587322,630,Germany,Female,42,7,135636.55,2,0,0,29292.81,1
15613568,686,France,Male,50,10,146484.7,2,1,1,96327.98,1
15729894,741,Spain,Female,26,10,150706.66,1,1,1,169863.64,0
15810332,655,France,Male,40,7,0.0,2,0,1,5826.44,0
15689810,800,France,Female,37,8,43234.83,3,1,1,138282.18,0
15596360,567,France,Male,27,1,121952.21,1,1,1,134116.5,0
15569903,663,Germany,Male,36,9,117593.87,4,0,1,3021.74,0
15813667,671,France,Male,31,3,114059.18,2,0,0,33635.35,0
15692605,580,Germany,Female,44,7,110658.06,1,0,1,172443.42,0
15666842,705,Germany,Female,41,9,0.0,1,1,0,115369.45,0
15759189,645,France,Male,44,7,109931.97,2,1,0,144162.74,0
15731017,727,France,Male,63,3,0.0,3,1,1,9003.08,1
15610203,661,France,Female,30,0,0.0,1,1,0,114287.62,0
15780054,631,France,Female,33,8,123953.65,1,1,1,89398.17,0
15631443,675,Spain,Female,39,6,0.0,1,1,1,172528.16,0
15613725,669,France,Female,30,3,0.0,2,0,1,57864.24,0
15602366,662,France,Female,26,10,0.0,1,1,0,90749.52,0
15812707,563,Germany,Male,54,8,147767.08,1,1,0,178809.88,1
15586578,534,Germany,Male,26,9,104657.47,1,1,0,104988.85,0
15795325,573,France,Male,41,1,161883.54,2,0,0,192337.96,1
15717984,758,France,Male,31,3,145851.6,2,0,1,9851.93,0
15575177,662,France,Male,36,6,78167.31,1,0,1,42471.59,0
15656276,605,France,Male,37,7,135405.06,1,1,0,31556.65,0
15629181,629,France,Male,34,3,165243.96,2,0,0,97004.42,0
15663363,700,France,Male,41,3,62502.82,1,1,0,4270.62,0
15586913,697,Spain,Female,27,8,0.0,1,1,0,185467.25,0
15643047,657,Spain,Male,56,2,131394.57,1,1,1,120371.5,0
15792267,652,France,Male,28,8,130194.03,1,0,0,142290.57,0
15705651,622,France,Female,28,7,0.0,1,0,1,96163.51,0
15649562,780,Spain,Male,40,0,75360.02,1,1,0,7617.98,0
15642939,677,France,Male,39,7,114253.42,2,0,1,119332.49,1
15618803,805,France,Male,33,3,79792.62,1,1,0,132330.25,0
15652128,575,Spain,Male,36,9,0.0,2,0,0,99135.7,0
15688008,691,France,Male,28,0,0.0,1,0,1,63810.75,0
15804016,613,Germany,Male,40,5,128555.66,1,0,1,94463.54,0
15749600,605,France,Female,35,5,179216.18,2,1,0,48440.41,0
15601634,490,France,Male,47,1,192592.97,1,1,0,9970.54,1
15764135,806,France,Female,29,9,107721.49,3,0,1,131276.24,0
15728707,639,France,Female,59,0,133893.44,2,1,0,50767.0,1
15607669,677,France,Male,44,2,134728.86,2,1,1,118829.75,0
15704272,456,Germany,Male,44,7,125611.07,1,1,1,83203.24,0
15729378,810,Spain,Male,23,3,132763.81,4,1,0,70292.92,0
15732787,812,Spain,Male,29,1,211263.87,1,0,1,160794.91,0
15571114,540,France,Male,57,2,120969.69,1,1,0,131387.09,1
15802159,776,Spain,Male,67,8,0.0,1,0,0,138517.3,0
15604795,589,Germany,Female,33,7,101225.37,1,0,0,67067.91,0
15694400,723,France,Female,50,1,157754.01,1,1,0,141603.83,0
15669216,611,France,Male,28,10,78943.15,1,1,0,80426.59,0
15692857,528,Germany,Male,46,1,96910.66,1,1,0,23590.07,1
15707662,642,France,Female,46,10,0.0,1,0,1,78675.57,0
15710040,850,Spain,Male,64,9,86841.08,2,1,0,43408.3,1
15737592,665,Spain,Female,54,5,0.0,1,0,0,35977.26,1
15725191,597,Spain,Male,54,10,0.0,2,0,1,186143.32,0
15630933,743,Germany,Male,46,5,114294.16,2,0,1,170516.97,1
15645701,650,France,Male,71,9,83166.95,1,0,1,115853.92,0
15619282,456,France,Male,28,9,184484.6,3,1,1,85243.39,0
15779613,702,France,Male,41,10,116626.75,2,0,0,26650.36,0
15700804,613,France,Male,49,6,131235.75,1,1,0,7870.46,0
15618359,570,France,Female,39,1,55967.17,2,0,1,183304.5,0
15753293,428,France,Male,43,0,129699.42,2,1,1,119609.94,1
15786561,679,France,Male,33,4,153583.26,1,1,1,176087.71,0
15757146,587,Germany,Male,54,2,132600.67,1,1,1,149204.24,1
